,equity
2024-02-26,0.7988360436018881
2024-03-04,0.8055640471779696
2024-03-12,0.8001092735965626
2024-03-19,0.7838186313369104
2024-03-27,0.7884459234377131
2024-04-04,0.8095128072939505
2024-04-12,0.807163690173504
2024-04-22,0.8100041683900422
2024-04-29,0.8140987314372446
2024-05-07,0.7935381945407132
2024-05-14,0.7912305302505098
2024-05-22,0.822688383390102
2024-05-29,0.8227352307682283
2024-06-05,0.835814227185402
2024-06-12,0.8276106034249398
2024-06-20,0.8216325366184715
2024-06-27,0.8244091724341854
2024-07-04,0.8360444673268455
2024-07-11,0.8304998037884156
2024-07-19,0.8347606411984614
2024-07-26,0.8613621707674523
2024-08-02,0.8556623485013527
2024-08-09,0.8675049311353554
2024-08-19,0.8716998990544796
2024-08-26,0.8905968597668209
2024-09-02,0.9146189846170547
2024-09-09,0.9019439732524565
2024-09-16,0.903539407877424
2024-09-23,0.9089006577040788
2024-09-30,0.9020761318177514
2024-10-08,0.8505721709592681
2024-10-15,0.8444761325729555
2024-10-22,0.8229240288845041
2024-10-29,0.8478247399144284
2024-11-05,0.845445686670996
2024-11-12,0.8175189273570617
2024-11-21,0.8037609126331718
2024-11-28,0.8258685494076818
2024-12-05,0.8456717732826187
2024-12-12,0.8373247166437203
2024-12-19,0.8142397966736111
2024-12-27,0.8052039635488062
2025-01-03,0.8219294094456452
2025-01-10,0.8022407353574034
2025-01-17,0.7548307528239586
2025-01-24,0.7300872408768369
2025-01-31,0.7399534882821669
2025-02-06,0.7291346555630734
2025-02-13,0.7071035011857688
2025-02-20,0.6975263614027969
2025-02-28,0.6770331602528812
2025-03-07,0.6723161099744089
2025-03-17,0.66693782353699
2025-03-24,0.7034616015199537
2025-04-01,0.6876866022362603
2025-04-08,0.6834296986109892
2025-04-17,0.7175788113867324
2025-04-25,0.7010400669255853
2025-05-05,0.7150129681627103
2025-05-12,0.7093513255530712
2025-05-19,0.7029130492521164
2025-05-26,0.7040749143564614
2025-06-02,0.6779739296340701
2025-06-09,0.6794616751988632
2025-06-16,0.6704977428591266
2025-06-23,0.6594677149991092
2025-06-30,0.6780881150758027
2025-07-07,0.6819177994681548
2025-07-14,0.6754536717148983
2025-07-21,0.6636496985752779
2025-07-28,0.6579357608500213
2025-08-04,0.6442782542348604
